0,1,0,0.01059611,-0.9006507,-0.2069929,0.1709039,-0.8547794,0.0121194,-0.02868885,-1.089019,-0.1447731,-0.004532522,-1.149043,-0.562988,0.08233225,-1.279828,-0.5932437,0.1106352,-1.123911,-0.139892,0.05476058,-1.021188,-0.0618122,0.05622318,-1.162219,0.1228962,0.1042916,-1.214436,0.1668148,-0.04357164,-1.520167,0.2539239,0.02450331,-1.434279,0.2834483,0.05109939,-1.233467,0.04017964,0.0937997,-1.0756,-0.1428203,0.117956,-0.9418869,-0.2482291,-0.01014488,-0.7713315,-0.2965402,0.07720846,-0.7588869,-0.2670158,0.08770032,-0.7044749,-0.1628285,0.04256027,-0.5488039,-0.1057324,-0.009167736,-0.2799147,0.08678386,0.1218599,-0.7278999,-0.137208,0.06769219,-0.7574227,-0.1681965,0.08623616,-0.971167,-0.1635598,-0.06040872,-0.9921507,-0.1547763,0.1352801,-1.115128,-0.2814131,0.1365,-1.075356,-0.2174848,-0.09285989,-1.251524,-0.2196802,0.06183554,-1.041683,-0.2440809,0.09672802,-0.9572598,-0.005204698,0.08428343,-1.393043,0.2495314,0.04743977,-1.489911,0.3098001
1,0,0,-0.009573242,0.407416,-1.436498,-0.08173535,0.2669355,-1.360204,0.1236084,0.2580898,-1.145589,0.08667676,0.02663965,-0.9579052,-0.07090625,-0.1446807,-0.7752744,-0.002720703,-0.2378056,-0.5143301,0.001182617,-0.2460166,-0.61533,0.1478867,-0.06989844,-0.8432792,0.01224023,0.08766894,-1.003445,-0.05760645,0.1758584,-1.056744,-0.0338584,0.2851397,-1.167788,0.009036133,0.4932763,-1.506327,0.06728809,0.4114023,-1.358643,0.0469873,0.208251,-1.10577,0.06637891,0.04444922,-0.8122548,0.08551465,-0.1359004,-0.6201875,0.06082422,-0.2463848,-0.4408389,0.02510156,-0.2153877,-0.5003047,-0.06823633,0.04798145,-0.8219355,0.1307168,0.1996201,-1.16381,-0.06261426,0.2492187,-1.116108,-0.04492285,0.4467725,-1.453502,0.03141406,0.3743779,-1.33691,0.06446094,0.2921045,-1.135299,0.08017285,0.01068848,-0.8825625,0.05667969,-0.1156728,-0.591041,-0.001624023,-0.2790469,-0.4753067,0.01553418,-0.1382324,-0.5750459,-0.05067383,0.08253516,-0.9487197,0.04443848,0.1840342,-1.170756
0,1,0,-0.09387127,-1.042982,-0.02615419,-0.1403526,-0.9574605,-0.03786593,-0.1264454,-0.9886918,-0.01846773,-0.2740643,-0.9833238,0.02105997,-0.0465342,-0.9633156,-0.1748716,-0.02201222,-0.9174443,-0.250756,0.03398535,-0.868766,-0.2497804,-0.07105618,-1.386167,-0.4281436,0.1653787,-1.036516,-0.4662087,-0.2286799,-0.9078066,-0.4514457,-0.1574324,-0.8016666,-0.5364806,-0.1149764,-0.889994,-0.4466875,-0.210136,-1.000038,-0.3283487,0.09632814,-1.173522,-0.4777975,0.0936441,-0.7464003,-0.3312755,-0.09582245,-0.5974386,-0.122778,0.07888112,-0.8757195,-0.2896737,-0.08362214,-1.048838,-0.296506,-0.2363664,-0.9905217,-0.3643382,-0.2201408,-0.8851144,-0.4560824,-0.05446494,-0.8424141,-0.5278186,-0.05226792,-0.8975575,-0.490852,-0.1436465,-0.9123205,-0.4348544,-0.1557239,-1.021632,-0.3246875,-0.05080532,-1.13314,-0.3909343,0.1042573,-0.7848295,-0.3947152,0.0509438,-0.5984142,-0.2616135,0.07485584,-0.7078482,-0.2530743,-0.1203444,-1.069579,-0.3809294,-0.1185146,-0.9468458,-0.3704376
0,1,0,-0.3821726,0.2097221,0.8916526,-0.3265407,0.2513239,0.8446828,-0.2033208,0.2131374,0.946186,-0.2305269,0.2982937,0.9631445,-0.2839633,0.2899973,0.9326445,-0.3038501,0.2878019,0.937524,-0.2036881,0.2298516,0.8683505,-0.2421172,0.2215552,0.8474882,-0.3363013,0.3043931,0.8921396,-0.3092166,0.2615715,0.8605427,-0.2556588,0.2878019,0.9015346,-0.2502907,0.2909745,0.9187357,-0.2607841,0.26206,0.8995818,-0.3367898,0.2675495,0.9496014,-0.3326416,0.2881675,0.9791258,-0.2822549,0.305126,0.9008017,-0.2826221,0.2581561,0.9161746,-0.2934796,0.2146016,0.9334987,-0.3023859,0.2422962,0.9302047,-0.30507,0.2597416,0.8846974,-0.3200757,0.2181398,0.9223953,-0.3145847,0.1984974,0.9215427,-0.2822549,0.2558377,0.8704246,-0.3951058,0.2265576,0.900436,-0.3311775,0.1732441,0.9154418,-0.1238998,0.1989859,0.9725378,-0.2172296,0.1557986,0.9718065,-0.2807907,0.2203353,0.9177601,-0.09876789,0.2180185,1.001574,-0.2654194,0.04319199,0.7788017
0,1,0,0.04231598,-0.3992307,0.007726914,0.02450331,-0.8440433,-0.1986965,0.03133555,-0.9565269,-0.231392,-0.01380451,-0.8081752,-0.2543285,0.08648045,-0.9811718,-0.3465597,0.1330831,-1.118788,-0.3258203,0.08208796,-1.123667,-0.273361,-0.0064837,-1.065595,-0.1891803,-0.04967258,-1.038755,-0.06547183,-0.02161233,-1.33424,-0.02667699,0.06647231,-1.415004,0.02505101,-0.07773282,-1.43062,0.01358356,0.02108797,-1.271776,-0.05302879,0.04743977,-1.117079,-0.2130923,0.005472323,-0.7893869,-0.3543691,0.01840394,-0.7620595,-0.4695369,-0.02698041,-0.7078918,-0.3807209,0.02230785,-0.6212713,-0.2177291,-0.0582117,-0.5849162,-0.2311477,-0.009167736,-0.4582795,-0.1050011,0.04987952,-0.715211,-0.1455044,0.09843647,-0.89382,-0.1620972,0.01108313,-0.9709227,-0.2108968,0.06817921,-0.98654,-0.1930842,0.02352772,-0.9762908,-0.2679929,0.08086809,-1.26104,-0.212848,0.08428343,-1.105856,-0.2953203,0.08233225,-1.1366,-0.1877161,0.1038045,-1.145384,-0.03692457,0.08574758,-1.302763,0.1702317
1,0,0,-0.07803614,-0.0298584,-0.9481562,-0.1606377,-0.06263965,-0.8338613,-0.1613799,-0.1160771,-0.8364425,-0.2084297,-0.05798633,-0.6363389,-0.1959473,-0.06268652,-0.6179141,-0.09100097,-0.106419,-1.206221,-0.1128555,-0.02431934,-1.031356,-0.002862305,-0.1259297,-1.055962,-0.01942871,-0.1016084,-1.096496,-0.0335791,-0.1390596,-1.032292,-0.02897949,-0.1229639,-1.018719,0.004055664,-0.1197207,-1.110473,-0.003367187,-0.1943867,-1.085242,0.01831445,-0.1470273,-1.079549,0.02556933,-0.1459502,-1.015144,0.005884766,-0.1378955,-1.026515,0.005490235,-0.1506357,-0.999127,0.000008789062,-0.1619551,-1.070246,-0.001308594,-0.1887334,-1.007643,-0.05370898,-0.1818027,-0.9385185,-0.06229882,-0.01109375,-1.048305,-0.1510684,0.0001523437,-0.8635351,-0.2202832,0.000915039,-0.6736308,-0.1595215,-0.08698828,-0.6909824,-0.183999,-0.1842969,-0.8433965,0.004145508,-0.1272988,-0.8781982,0.03733203,-0.1767764,-1.050416,-0.001927734,-0.1182246,-1.055119,0.02027441,-0.07661816,-1.052191,0.03039258,-0.1926348,-1.043708
0,1,0,0.2882671,-1.239812,-0.09450922,0.1582166,-1.250791,-0.1286688,0.155044,-1.285196,0.08922361,0.1540684,-1.561892,0.146564,0.1770033,-1.462828,0.1533962,0.1640717,-1.292516,-0.02155321,0.1933518,-1.037291,-0.240664,0.1913991,-0.8601475,-0.285317,0.1633404,-0.7559602,-0.2899522,0.2116515,-0.6769032,-0.1650239,0.2728958,-0.703255,-0.2145565,0.1765163,-0.7835318,-0.1501411,0.06500815,-0.6137078,0.02334412,0.1267394,-0.7540074,-0.09377636,0.0986792,-0.8542908,0.09605584,0.1445521,-0.9162679,-0.2284652,0.1723681,-0.95604,-0.3424131,0.2082361,-0.9943478,-0.3690092,0.1162476,-1.018747,-0.3853561,0.2563045,-1.283488,-0.160633,0.1028274,-1.1549,-0.1106119,0.1433322,-1.109271,-0.1101249,0.054272,-1.467708,0.09825131,0.1377199,-1.545056,0.1594956,0.2314153,-1.241763,0.00211611,0.277044,-1.143188,-0.1452601,0.239956,-0.8840595,-0.3145971,0.2184837,-0.7901198,-0.327773,0.2328795,-0.7210677,-0.3209408,0.1321075,-0.6046801,-0.2660402
0,0,1,-0.1170162,-1.002644,0.1858474,-0.0838322,-0.904312,0.151932,-0.1243355,-1.009963,0.1263116,-0.06675239,-0.9789748,0.0984956,-0.1838729,-1.116592,0.210248,-0.0533322,-1.099999,0.2612431,-0.03381264,-0.8691752,0.3002838,-0.0311286,-1.053884,0.2307432,0.004495178,-0.9392028,0.2139076,0.04621989,-0.9557956,0.149735,-0.06138431,-0.992395,0.1846275,0.0420717,-0.9567713,0.1141112,0.01474431,-0.9682387,0.1414402,-0.01843972,-1.049247,0.1114272,0.03621505,-1.072916,0.198292,0.01913524,-0.8574634,0.2253751,-0.03137289,-0.9418869,0.2807643,-0.1197003,-0.9675074,0.2766161,-0.06016444,-1.011428,0.2248881,-0.170697,-0.8930872,0.2051242,-0.1321449,-0.9772679,0.1963392,-0.1140879,-0.9657989,0.1299712,-0.09139574,-0.9841002,0.1485151,-0.155324,-1.016796,0.1394875,-0.2029039,-0.958724,0.2419679,-0.09066443,-0.9118755,0.2775916,-0.0221009,-0.8918673,0.2856438,0.008399091,-1.056568,0.2600233,0.01913524,-0.9701914,0.2175673,0.01962381,-0.9418869,0.1765754
0,1,0,0.03081274,-0.8137439,0.4437903,-0.09411401,-0.6368434,0.5337048,0.002386848,-0.6723458,0.495274,0.01653989,-0.721634,0.3489964,-0.008226379,-0.6567302,0.3092244,-0.02201222,-0.6671007,0.1503807,0.00604803,-0.7329801,0.2977554,-0.07044625,-0.8457081,0.3797407,-0.03250407,-0.8647407,0.4248807,0.01446579,-0.9389166,0.3258156,-0.03787215,-1.003211,0.367906,0.00287542,-0.9688066,0.2490786,-0.072886,-0.9962554,0.1907627,0.107917,-0.9486756,0.170266,-0.04873122,-1.067626,0.145744,0.1019389,-1.047496,0.2044256,0.02032088,-0.9834467,0.04777741,0.007754922,-1.077752,0.01496059,0.06802361,-1.061648,-0.1634042,-0.05678333,-1.038834,-0.1625499,-0.04836401,-0.9977195,-0.143396,-0.0830122,-0.9483099,-0.08056623,-0.0760586,-0.9607545,-0.01236835,-0.002248367,-0.9780786,-0.007121644,0.03227691,-1.010774,-0.08556865,0.03276548,-1.094222,-0.1059424,0.01897964,-1.090318,-0.03725599,0.03093567,-1.039566,0.06729853,-0.01981675,-1.048106,0.1279313,0.04435585,-0.9250078,0.1336666
0,1,0,0.2461441,-0.9649011,0.1103645,0.4358534,-0.8000795,-0.09386349,0.3452076,-0.8694972,-0.3006541,0.369851,-0.8808433,-0.3113903,0.1564739,-0.8769394,-0.3381077,0.1116995,-0.889384,-0.2494147,0.1669658,-0.9423319,-0.2257454,0.1723338,-0.8804777,-0.4311933,0.1254853,-0.9761259,0.005688602,0.1575709,-0.9447716,-0.1454701,0.00946337,-0.8023979,-0.02395872,0.1429308,-0.9700265,0.01007953,0.1789218,-1.094101,0.04167804,0.4268257,-0.9630713,-0.2815002,0.1363429,-0.6674663,-0.5805222,0.2835977,-1.114961,-0.4721867,0.311048,-0.7099223,-0.3798324,0.4223118,-0.7241952,-0.3577502,0.6212931,-0.6550217,-0.4903634,0.5943313,-0.7498156,-1.01777,0.2949437,-0.1615323,-0.5923553,0.2092989,-0.1293239,-0.6689725,0.2011254,-0.2253377,-0.7666947,0.1644031,-0.3768621,-0.7998788,0.1611091,-0.4474998,-0.8584375,0.1912435,-0.4805624,-0.8974782,0.2092989,-0.5126479,-1.215654,0.08656758,-0.3627091,-0.6363984,0.07851547,-0.3380657,-1.168319,0.1425651,-0.2982937,-0.7463194
