pull,0,0,0,0,0,0,0,0.01474431,-0.6651915,-0.05327307,19.72981
pull,0,0,0,0,0,0,0,0.1828599,-0.9740953,-0.1757601,19.82968
pull,0,0,0,0,0,0,0,0.1189316,-0.9279797,-0.167708,19.92965
pull,0,0,0,0,0,0,0,0.03450816,-0.4170433,-0.2716525,20.04613
pull,0,0,0,0,0,0,0,0.160412,-0.6678755,-0.2767763,20.12957
pull,0,0,0,0,0,0,0,0.2553274,-0.8196442,-0.3868203,20.22965
pull,0,0,0,0,0,0,0,0.1799316,-1.068035,-0.461729,20.32974
pull,0,0,0,0,0,0,0,0.3077882,-1.138551,-0.2855597,20.42989
pull,0,0,0,0,0,0,0,0.1001434,-1.057299,-0.3475369,20.51332
pull,0,0,0,0,0,0,0,-0.1040846,-1.01826,-0.3792568,20.61348
pull,0,0,0,0,0,0,0,-0.01356022,-1.015087,-0.5307811,20.72951
pull,0,0,0,0,0,0,0,0.2955879,-1.08048,-0.3067878,20.82944
pull,0,0,0,0,0,0,0,0.1565081,-1.300812,-0.002032088,20.92948
pull,0,0,0,0,0,0,0,0.2148241,-1.424763,0.01065524,21.02922
pull,0,0,0,0,0,0,0,0.1738322,-1.553351,-0.0915809,21.12974
pull,0,0,0,0,0,0,0,0.2621596,-1.507724,-0.2299278,21.22961
pull,0,0,0,0,0,0,0,0.1879837,-1.221512,-0.2965402,21.32972
pull,0,0,0,0,0,0,0,0.1767606,-0.8545351,-0.285804,21.42974
pull,0,0,0,0,0,0,0,0.09941206,-0.7769439,-0.2348089,21.5296
pull,0,0,0,0,0,0,0,0.1772476,-0.6371312,-0.1752731,21.62953
pull,0,0,0,0,0,0,0,0.1416238,-0.6363999,-0.1071965,21.71322
pull,0,0,0,0,0,0,0,0.1118551,-0.4756036,0.006995611,21.81333
pull,0,0,0,0,0,0,0,0.09233554,-0.4992713,-0.06498481,21.91344
pull,0,0,0,0,0,0,0,0.08086809,-0.8520954,-0.1220809,22.01355
pull,0,0,0,0,0,0,0,0.1167362,-0.9721442,-0.1952812,22.12982
pull,0,0,0,0,0,0,0,0.1723681,-0.9079716,-0.4995483,22.2299
pull,0,0,0,0,0,0,0,0.249228,-0.8630758,-0.4336688,22.32926
pull,0,0,0,0,0,0,0,0.2419072,-1.079504,-0.2704327,22.42949
pull,0,0,0,0,0,0,0,0.3941644,-1.400364,-0.3516851,22.52943
pull,0,0,0,0,0,0,0,0.2009153,-1.181007,-0.2384685,22.6298
pull,0,0,0,0,0,0,0,-0.008436434,-0.97068,-0.1140288,22.71321
pull,0,0,0,0,0,0,0,-0.03064003,-1.165879,0.01285226,22.8133
pull,0,0,0,0,0,0,0,0.1594365,-1.551644,-0.06303208,22.91338
pull,0,0,0,0,0,0,0,0.1657801,-1.410612,-0.03960861,23.01343
pull,0,0,0,0,0,0,0,0.1535798,-1.340828,-0.1286688,23.11351
pull,0,0,0,0,0,0,0,0.1189316,-1.026068,-0.2555483,23.21357
pull,0,0,0,0,0,0,0,0.209456,-0.8689309,-0.3104489,23.31367
pull,0,0,0,0,0,0,0,0.09160423,-0.796952,-0.2496932,23.4294
pull,0,0,0,0,0,0,0,0.07525573,-0.7015481,-0.1599001,23.52978
pull,0,0,0,0,0,0,0,0.01230456,-0.5795481,0.02017151,23.62945
pull,0,0,0,0,0,0,0,0.2414202,-0.4477876,0.113867,23.72946
pull,0,0,0,0,0,0,0,0.1804202,-0.5651508,-0.1618529,23.82921
pull,0,0,0,0,0,0,0,0.176272,-0.7474195,-0.2355402,23.92922
pull,0,0,0,0,0,0,0,0.1291792,-0.724483,-0.4302519,24.02928
pull,0,0,0,0,0,0,0,0.04987952,-0.9218788,-0.4783203,24.12938
pull,0,0,0,0,0,0,0,0.1706596,-0.9577468,-0.3521721,24.22968
pull,0,0,0,0,0,0,0,0.1479675,-1.211996,-0.2989799,24.32945
pull,0,0,0,0,0,0,0,0.09014007,-1.133183,-0.2209001,24.42967
pull,0,0,0,0,0,0,0,0.07452442,-1.03534,0.004555861,24.52968
pull,0,0,0,0,0,0,0,0.2009153,-1.272996,-0.04595227,24.62966
pull,0,0,0,0,0,0,0,0.1755391,-1.2159,-0.09109233,24.72984
pull,0,0,0,0,0,0,0,0.1228355,-1.547007,-0.132817,24.82983
pull,0,0,0,0,0,0,0,0.1328404,-1.535784,-0.1215923,24.91326
pull,0,0,0,0,0,0,0,0.1399153,-1.300568,-0.06815586,25.0135
pull,0,0,0,0,0,0,0,0.09404399,-0.979952,-0.2328562,25.11333
pull,0,0,0,0,0,0,0,0.07867107,-0.8611231,-0.3336281,25.22943
pull,0,0,0,0,0,0,0,0.1011205,-0.7593755,-0.2636004,25.32952
pull,0,0,0,0,0,0,0,0.1123437,-0.7044749,-0.1906444,25.42945
pull,0,0,0,0,0,0,0,0.1608991,-0.6554309,-0.1342812,25.52939
pull,0,0,0,0,0,0,0,-0.01356022,-0.5341638,0.02480828,25.62974
pull,0,0,0,0,0,0,0,0.09233554,-0.3533593,-0.04302394,25.72966
pull,0,0,0,0,0,0,0,0.1772476,-0.6834912,-0.1179327,25.82954
pull,0,0,0,0,0,0,0,0.02328344,-0.8406279,-0.3541248,25.9294
pull,0,0,0,0,0,0,0,0.1835912,-0.745224,-0.3014212,26.02914
pull,0,0,0,0,0,0,0,0.1079512,-1.013867,-0.2984929,26.12921
pull,0,0,0,0,0,0,0,0.1608991,-1.042172,-0.2531086,26.22972
pull,0,0,0,0,0,0,0,0.1257638,-1.169784,-0.2230971,26.32984
pull,0,0,0,0,0,0,0,0.1809072,-1.27934,-0.1855206,26.41332
pull,0,0,0,0,0,0,0,0.1118551,-1.193452,-0.004229109,26.5135
pull,0,0,0,0,0,0,0,0.08013523,-1.366447,-0.007155876,26.62956
pull,0,0,0,0,0,0,0,0.02816449,-1.404999,0.1314353,26.72936
pull,0,0,0,0,0,0,0,0.04329157,-1.361812,0.05140281,26.82952
pull,0,0,0,0,0,0,0,0.1008762,-1.351563,-0.03106792,26.92956
pull,0,0,0,0,0,0,0,0.1040473,-1.211263,-0.2621363,27.02957
pull,0,0,0,0,0,0,0,0.1162476,-0.92432,-0.3633968,27.12985
pull,0,0,0,0,0,0,0,0.1543111,-0.7037436,-0.3682763,27.21342
pull,0,0,0,0,0,0,0,0.1574837,-0.690812,-0.2745809,27.31367
pull,0,0,0,0,0,0,0,0.1008762,-0.7078918,-0.1991851,27.42938
pull,0,0,0,0,0,0,0,0.06451958,-0.6229798,-0.09987573,27.52944
pull,0,0,0,0,0,0,0,0.006203626,-0.5214749,0.09678715,27.62955
pull,0,0,0,0,0,0,0,0.06232411,-0.735952,-0.057664,27.7296
pull,0,0,0,0,0,0,0,0.07671989,-0.9413999,-0.1577047,27.8293
pull,0,0,0,0,0,0,0,-0.003799663,-0.9413999,-0.3260646,27.92966
pull,0,0,0,0,0,0,0,0.08648045,-1.070719,-0.322405,28.02963
pull,0,0,0,0,0,0,0,0.1057557,-1.097804,-0.4334245,28.11331
pull,0,0,0,0,0,0,0,0.1445521,-1.182227,-0.2357845,28.21331
pull,0,0,0,0,0,0,0,-0.0001400367,-1.327408,-0.307032,28.31352
pull,0,0,0,0,0,0,0,0.03035996,-1.190035,-0.1374523,28.4137
pull,0,0,0,0,0,0,0,0.0855033,-1.181252,-0.120861,28.52953
pull,0,0,0,0,0,0,0,0.009620522,-1.562136,0.04920734,28.62971
pull,0,0,0,0,0,0,0,0.01279157,-1.687064,0.01675617,28.72947
pull,0,0,0,0,0,0,0,0.1186873,-1.287147,0.01846306,28.82921
pull,0,0,0,0,0,0,0,0.1386955,-1.072183,-0.1520923,28.92933
pull,0,0,0,0,0,0,0,0.08159939,-0.7530318,-0.3829164,29.02961
pull,0,0,0,0,0,0,0,-0.02746742,-0.6993511,-0.4653887,29.11328
pull,0,0,0,0,0,0,0,0.05256356,-0.7227761,-0.2282209,29.22985
pull,0,0,0,0,0,0,0,0.08599187,-0.6995954,-0.1364767,29.31332
pull,0,0,0,0,0,0,0,-0.02063674,-0.8008559,-0.1630727,29.41348
pull,0,0,0,0,0,0,0,0.009863252,-0.3780026,0.06360312,29.52962
pull,0,0,0,0,0,0,0,0.06451958,-0.7806035,0.0992269,29.61328
pull,0,0,0,0,0,0,0,0.04743977,-0.7156996,0.03578716,29.71366
pull,0,0,0,0,0,0,0,0.1506515,-0.7542517,-0.4029245,29.82955
